date,location_key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2020-10-07,US_SD,0.0,14.0,156.0,15.0,-19.0,3.0
2020-10-08,US_SD,0.0,9.0,154.0,16.0,-19.0,3.0
2020-10-09,US_SD,1.0,15.0,178.0,17.0,-18.0,4.0
2020-10-10,US_SD,-2.0,20.0,194.0,12.0,-6.0,0.0
2020-10-11,US_SD,7.0,23.0,171.0,17.0,-6.0,0.0
2020-10-12,US_SD,4.0,14.0,175.0,15.0,-30.0,7.0
2020-10-13,US_SD,-2.0,13.0,134.0,11.0,-19.0,5.0
2020-10-14,US_SD,-4.0,12.0,87.0,12.0,-19.0,6.0
2020-10-15,US_SD,-1.0,11.0,103.0,16.0,-18.0,5.0
2020-10-16,US_SD,2.0,15.0,112.0,17.0,-15.0,5.0
2020-10-17,US_SD,-6.0,11.0,69.0,7.0,-9.0,4.0
2020-10-18,US_SD,0.0,18.0,64.0,11.0,-7.0,2.0
2020-10-19,US_SD,-5.0,7.0,60.0,6.0,-16.0,6.0
2020-10-20,US_SD,-5.0,8.0,52.0,1.0,-19.0,7.0
2020-10-21,US_SD,-6.0,10.0,43.0,7.0,-18.0,7.0
2020-10-22,US_SD,-12.0,0.0,20.0,-3.0,-20.0,10.0
2020-10-23,US_SD,-4.0,12.0,31.0,3.0,-16.0,8.0
2020-10-24,US_SD,-18.0,6.0,-8.0,-12.0,-10.0,8.0
2020-10-25,US_SD,-25.0,-7.0,-11.0,-21.0,-14.0,7.0
2020-10-26,US_SD,-8.0,3.0,23.0,1.0,-16.0,8.0
2020-10-27,US_SD,-7.0,6.0,24.0,1.0,-18.0,7.0
2020-10-28,US_SD,-5.0,7.0,36.0,-1.0,-18.0,6.0
2020-10-29,US_SD,-4.0,5.0,42.0,1.0,-18.0,6.0
2020-10-30,US_SD,-1.0,13.0,48.0,2.0,-16.0,6.0
2020-10-31,US_SD,-7.0,15.0,54.0,-11.0,-8.0,3.0
2020-11-01,US_SD,-2.0,12.0,53.0,-6.0,-7.0,2.0
2020-11-02,US_SD,-6.0,6.0,74.0,-3.0,-16.0,5.0
2020-11-03,US_SD,3.0,12.0,93.0,-1.0,-20.0,5.0
2020-11-04,US_SD,-8.0,5.0,74.0,-3.0,-20.0,6.0
2020-11-05,US_SD,-7.0,2.0,78.0,0.0,-19.0,6.0
2020-11-06,US_SD,-6.0,5.0,66.0,-1.0,-17.0,7.0
2020-11-07,US_SD,-9.0,7.0,53.0,-3.0,-7.0,4.0
2020-11-08,US_SD,-4.0,11.0,40.0,-9.0,-7.0,3.0
2020-11-09,US_SD,-12.0,2.0,14.0,-9.0,-17.0,9.0
2020-11-10,US_SD,-18.0,5.0,18.0,-11.0,-21.0,9.0
2020-11-11,US_SD,-6.0,8.0,17.0,-3.0,-31.0,11.0
2020-11-12,US_SD,-12.0,0.0,10.0,-3.0,-20.0,9.0
2020-11-13,US_SD,-8.0,9.0,16.0,-5.0,-18.0,9.0
2020-11-14,US_SD,-14.0,2.0,-14.0,-10.0,-9.0,7.0
2020-11-15,US_SD,-7.0,9.0,21.0,-12.0,-8.0,4.0
2020-11-16,US_SD,-9.0,4.0,31.0,-7.0,-16.0,7.0
2020-11-17,US_SD,-9.0,5.0,34.0,-6.0,-20.0,8.0
2020-11-18,US_SD,-9.0,7.0,43.0,-6.0,-21.0,7.0
2020-11-19,US_SD,-10.0,3.0,38.0,0.0,-20.0,8.0
2020-11-20,US_SD,-9.0,7.0,25.0,0.0,-17.0,9.0
2020-11-21,US_SD,-13.0,8.0,15.0,-3.0,-8.0,5.0
2020-11-22,US_SD,-6.0,13.0,31.0,-9.0,-6.0,3.0
2020-11-23,US_SD,-6.0,11.0,29.0,-8.0,-18.0,7.0
2020-11-24,US_SD,-2.0,20.0,24.0,-6.0,-21.0,7.0
2020-11-25,US_SD,11.0,47.0,32.0,2.0,-32.0,7.0
2020-11-26,US_SD,-77.0,-27.0,22.0,-34.0,-82.0,24.0
2020-11-27,US_SD,-7.0,-5.0,51.0,-27.0,-53.0,17.0
2020-11-28,US_SD,-17.0,-5.0,54.0,-15.0,-13.0,6.0
2020-11-29,US_SD,-10.0,2.0,7.0,-5.0,-10.0,4.0
2020-11-30,US_SD,-6.0,4.0,31.0,-6.0,-15.0,7.0
2020-12-01,US_SD,-8.0,6.0,21.0,-7.0,-19.0,7.0
2020-12-02,US_SD,-9.0,6.0,16.0,-8.0,-18.0,7.0
2020-12-03,US_SD,-7.0,6.0,31.0,-5.0,-17.0,7.0
2020-12-04,US_SD,-6.0,7.0,37.0,-8.0,-14.0,8.0
2020-12-05,US_SD,-8.0,10.0,33.0,-14.0,-3.0,4.0
2020-12-06,US_SD,-2.0,15.0,54.0,-9.0,-4.0,2.0
2020-12-07,US_SD,-7.0,7.0,43.0,-11.0,-15.0,6.0
2020-12-08,US_SD,-7.0,6.0,41.0,-9.0,-17.0,6.0
2020-12-09,US_SD,-6.0,8.0,60.0,-7.0,-18.0,6.0
2020-12-10,US_SD,-8.0,8.0,16.0,-5.0,-17.0,7.0
2020-12-11,US_SD,-7.0,9.0,9.0,-8.0,-14.0,8.0
2020-12-12,US_SD,-8.0,12.0,-1.0,-12.0,-5.0,6.0
2020-12-13,US_SD,-4.0,15.0,16.0,-11.0,-6.0,4.0
2020-12-14,US_SD,-9.0,7.0,13.0,-11.0,-14.0,7.0
2020-12-15,US_SD,-6.0,12.0,12.0,-9.0,-17.0,7.0
2020-12-16,US_SD,-4.0,14.0,18.0,-7.0,-17.0,7.0
2020-12-17,US_SD,-4.0,9.0,20.0,-5.0,-16.0,7.0
2020-12-18,US_SD,-3.0,13.0,17.0,-4.0,-13.0,8.0
2020-12-19,US_SD,-5.0,18.0,15.0,-3.0,-4.0,4.0
2020-12-20,US_SD,3.0,25.0,46.0,-3.0,-2.0,2.0
2020-12-21,US_SD,9.0,29.0,45.0,-5.0,-18.0,6.0
2020-12-22,US_SD,15.0,39.0,44.0,1.0,-22.0,5.0
2020-12-23,US_SD,-21.0,17.0,-25.0,-35.0,-40.0,18.0
